Job Title,Company Name,Location,Posted Date,Description,Application Link
Project Manager,EXACORE IT SOLUTIONS PRIVATE LIMITED,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/337/77565
WordPress Developer,Virtual Sys Technologies,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/200/77518
Sr.Angular Developer-4 plus years,Techware Lab Pvt.Ltd.,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/445/77795
PHP  Developer  - Immediate Joining,Cocoalabs India Pvt Ltd,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/263/77734
Business Analyst,Expeed Software Private Limited,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/629/77654
Project Coordinator,Penguin Data Centre Pvt.Ltd.,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/340/77653
Digital Marketing Manager,Techware Lab Pvt.Ltd.,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/445/77589
Senior HR Executive,Webdura Technologies,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/358/77591
VC/VC++ Developer - Job code i (CDP-148),Calpine Group,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/1/77741
Business Development Executive,Virtual Sys Technologies,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/200/77710
"PMO (6-10 yrs experience in all departments - Fin, HR and overall business operations.)",Stepping Stone Consultancy Services,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/528/77809
Data Scientist,Senscript Technologies Pvt Ltd,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/524/77664
Associate/Senior Associate - People Ops,Fingent Global Solutions,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/204/77672
"Creative Designer with Video Editing experience for ThinkPalm Technologies-Infopark,Kochi",Thinkpalm Technologies Pvt.Ltd,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/114/77730
"Python with ML, Statistics & Algorithm Development-ThinkPalm Technologies.",Thinkpalm Technologies Pvt.Ltd,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/114/77731
Data Engineering Practice Head,Focaloid Technologies Private Limited,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/543/77760
Software Developer-Lead-4-5 years in Angular/React/Node JS,Techware Lab Pvt.Ltd.,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/445/77761
Sr.Full Stack developer-4-6 years (React/Angular & Nodejs)-Immediate to 1 month joining,Techware Lab Pvt.Ltd.,N/A,28 Feb 2025,N/A,http://infopark.in/companies/company/company-jobs/445/77794
Associate Manager - Product Marketing,Fingent Global Solutions,N/A,03 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/204/76287
Php Developer (Laravel) - Trivandrum,Stepping Stone Consultancy Services,N/A,06 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/528/75370
Business Analyst,Stepping Stone Consultancy Services,N/A,14 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/528/77732
Angular Project Lead - Infopark Kochi Location.,Thinkpalm Technologies Pvt.Ltd,N/A,15 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/114/44108
Social Media Executive,Digiora Technologies Pvt.Ltd.,N/A,15 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/427/50927
Sales and Applications Specialist,Fingent Global Solutions,N/A,28 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/204/76776
"Opening for .Net Solution Architect, ThinkPalm Technologies,Infopark-Kochi",Thinkpalm Technologies Pvt.Ltd,N/A,29 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/114/77729
iOS DEVELOPER (1+ Years Experience),Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/31942
INTERNSHIP - CONTENT WRITING,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/76078
Graphic Designer and Video Editor,Digiora Technologies Pvt.Ltd.,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/427/41061
Sr. MVC / .Net + Angular Developer,Penguin Data Centre Pvt.Ltd.,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/340/77114
ELV Engineer (Kochi &Trivandrum),Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/52359
Project Manager – Infrastructure Services,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/64243
INTERNSHIP - SOFTWARE TESTING,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/59633
Accounts Assistant _ 2+ Years of Experience,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/72121
Cloud Engineer,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/71734
OPENING IN 'TECHNICAL SUPPORT TRAINEE',Virtual Impulse Technologies,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/575/72766
Lead Generation Executive(Private Cloud Hosting Solution),Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/72915
Project Manager ELV,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/74455
Digital Marketing Manager,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/76758
TECHNICAL MANAGER - CLOUD OPERATIONS,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/76883
Digital Marketing Executive,Fingent Global Solutions,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/204/76781
Internship - UI UX Designer,Aabasoft Technologies India Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/225/77529
JAVA-Senior Engineer,Aspire Systems Digital Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/80/75171
BigCommerce Lead,McFadyen Digital,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/249/75897
JAVA-Module Lead,Aspire Systems Digital Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/80/76417
Dotnet Fullstack Developer-Module Lead,Aspire Systems Digital Private Limited,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/80/76425
Web Designer,Digiora Technologies Pvt.Ltd.,N/A,31 Mar 2025,N/A,http://infopark.in/companies/company/company-jobs/427/77535
ELV Technicians _Immediate Opening !!!,Aabasoft Technologies India Private Limited,N/A,30 Apr 2025,N/A,http://infopark.in/companies/company/company-jobs/225/18375
JAVA DEVELOPER (2 +Years Experience),Aabasoft Technologies India Private Limited,N/A,30 Apr 2025,N/A,http://infopark.in/companies/company/company-jobs/225/45037
SOFTWARE ENGINEER – DOT NET  (KANNUR LOCATION),Aabasoft Technologies India Private Limited,N/A,30 Apr 2025,N/A,http://infopark.in/companies/company/company-jobs/225/69984
Senior Project Engineer (Structured Cabling),Aabasoft Technologies India Private Limited,N/A,30 Apr 2025,N/A,http://infopark.in/companies/company/company-jobs/225/74265
Lead Generation Intern,Aabasoft Technologies India Private Limited,N/A,30 Apr 2025,N/A,http://infopark.in/companies/company/company-jobs/225/77351
Lead Generation-Inside Sales,Aabasoft Technologies India Private Limited,N/A,30 Apr 2025,N/A,http://infopark.in/companies/company/company-jobs/225/75803
Senior Embedded/Firmware Engineer,Cavli Wireless,N/A,01 May 2025,N/A,http://infopark.in/companies/company/company-jobs/454/76168
Team Lead – Python,Fingent Global Solutions,N/A,29 May 2025,N/A,http://infopark.in/companies/company/company-jobs/204/77810
Senior Software Engineer .NET,Fingent Global Solutions,N/A,29 May 2025,N/A,http://infopark.in/companies/company/company-jobs/204/77812
Software Engineer .NET,Fingent Global Solutions,N/A,30 May 2025,N/A,http://infopark.in/companies/company/company-jobs/204/77813
Senior FICO Consultant,Fingent Global Solutions,N/A,30 May 2025,N/A,http://infopark.in/companies/company/company-jobs/204/77811
Sr UI / UX DESIGNER,Aabasoft Technologies India Private Limited,N/A,31 May 2025,N/A,http://infopark.in/companies/company/company-jobs/225/33195
"Business Development Executive – Cloud Services(Chennai & Hyderabad, Trivandrum & Calicut, Kochi  )",Aabasoft Technologies India Private Limited,N/A,31 May 2025,N/A,http://infopark.in/companies/company/company-jobs/225/72871
Business Immigration Analyst (3+ years of exp),Stepping Stone Consultancy Services,N/A,21 Jun 2025,N/A,http://infopark.in/companies/company/company-jobs/528/77334
Sr BUSINESS ANALYST,Aabasoft Technologies India Private Limited,N/A,30 Jun 2025,N/A,http://infopark.in/companies/company/company-jobs/225/31442
PROCUREMENT MANAGER – MATERIALS PURCHASING AND VENDOR MANAGEMENT,Aabasoft Technologies India Private Limited,N/A,30 Jun 2025,N/A,http://infopark.in/companies/company/company-jobs/225/77458
SENIOR UI DEVELOPER,Aabasoft Technologies India Private Limited,N/A,31 Jul 2025,N/A,http://infopark.in/companies/company/company-jobs/225/72151
Remote Sales Associate – Fire & Safety Products and Services,Vortexen Dynamics,N/A,31 Jul 2025,N/A,http://infopark.in/companies/company/company-jobs/588/77533
Full Stack .Net Developer with Angular,Penguin Data Centre Pvt.Ltd.,N/A,31 Jul 2025,N/A,http://infopark.in/companies/company/company-jobs/340/77438
Sr SOFTWARE ENGINEER (Windows Application),Aabasoft Technologies India Private Limited,N/A,31 Aug 2025,N/A,http://infopark.in/companies/company/company-jobs/225/76531
Procurement Engineer,Vortexen Dynamics,N/A,30 Sep 2025,N/A,http://infopark.in/companies/company/company-jobs/588/76808
Mechanical Sales Engineer,Vortexen Dynamics,N/A,30 Sep 2025,N/A,http://infopark.in/companies/company/company-jobs/588/76839
Accounts Assistant,Vortexen Dynamics,N/A,31 Dec 2025,N/A,http://infopark.in/companies/company/company-jobs/588/76807
Digital Lead Generation Manager,Vortexen Dynamics,N/A,31 Dec 2025,N/A,http://infopark.in/companies/company/company-jobs/588/76840
Administrative Assistant,Vortexen Dynamics,N/A,31 Dec 2025,N/A,http://infopark.in/companies/company/company-jobs/588/76906
Social Media Lead Generator (Linkedin),Vortexen Dynamics,N/A,03 Jan 2026,N/A,http://infopark.in/companies/company/company-jobs/588/71337
